original,predicted,ix,wer,cer,num_tokens,num_chars,path,substitutions,insertions,deletions
उत्तरप्रदेशे हिंसा ग्रस्तस्य सहारनपुरस्य स्थितिः सम्प्रति नियन्त्रणाधीना संसूच्यते ,उत्तरप्रदेशे हिंसा ग्रन्थस्य सह पुरस्य स्थितिः सम्प्रति नियन्त्रण धिया सन् सूच्यते ,517,7,10,8,75,/home/holla/data/processed/DAJ-2014-07-31-1810-0012.wav,4,3,0
कार्यवाहको लोकसभाध्यक्षः क<unk>न्ग्रेस्दलीयः कमल नाथः तं प्रतिज्ञापितवान् ,कार्याः कलो सभा अध्यक्षः क्रन्दन्त्यः कमलायाः तम् प्रति ज्ञापितान् ,236,9,24,7,67,/home/holla/data/processed/DAJ-2014-06-05-1810-0008.wav,7,2,0
आर्षेय पाठक्रमे तावत् अस्याः शाखायाः चत्वार्येव काण्डानि आसन् ,आर्या क्रमे तावत् अस्याः शाखायाः चत्वारि काण्डेन आसन् ,511,4,10,8,54,/home/holla/data/processed/VP3-2015-04-10-1200-0010.wav,4,0,0
भारतीयजनतापार्टीतिदलेनोक्तं यत् दलं त्रिशताधिकासनानि अवाप्स्यति ,भारती जनता पाटी नक्तम् यत् दलम् तदधिवासनम् अवाप्स्यति ,187,6,21,5,59,/home/holla/data/processed/DAJ-2014-05-13-1810-0002.wav,3,3,0
राष्ट्रियराजधान्यां दिल्ल्यां समापन्नेन भीषणझञ्झावातेन षड् जनाः मृताः ,राष्ट्रे राजधान्याम् दिव्याम् समापन्नम् भीषणम् जातेन षट् जनाः मृताः ,6,7,17,7,63,/home/holla/data/processed/BDS-2014-05-31-0655-0003.wav,5,2,0
प्रायः अष्टात्रिंशत् सहस्र जनाः शासकीयसाहाय्य शिविरेषु प्रापिताः सन्ति ,प्रायः अष्ट त्रिंशत् सहस्र जनाः शासकीय साहाय्य विवरेषु प्रापिताः सन्ति ,503,5,3,8,63,/home/holla/data/processed/NKN-2014-08-18-1810-0011.wav,3,2,0
केन्द्रीयमाध्यमिक्शिक्षा मण्डलं अद्य दशम्याः कक्षायाः परिणामान् घोषयिष्यति ,केन्द्र माध्यमेन शिक्षा मण्डल मध्य दशम् याः कक्षा याः परिणामम् घोषयन्ति ,136,11,13,7,68,/home/holla/data/processed/BDS-2014-05-20-0655-0002.wav,7,4,0
अस्यां कक्ष्यायां आसन्न विंशाः छात्राः पठन्ति ,अस्याम् कक्ष्यायाम् आसन्न विशः छात्राः पठन्ति ,819,3,6,6,40,/home/holla/data/processed/VP2-2015-04-10-1200-0009.wav,3,0,0
लघु सञ्चायकानां कृते कृषकविकास पत्रयोजनायाः पुनः प्रवर्तनम् अत्राभिहितम् ,लघु सञ्जायमानम् कृते कृषक विकासम् योजनायाः पुनः प्रवर्तनम् अत्र भीतम् ,730,6,11,8,65,/home/holla/data/processed/DAJ-2014-07-10-1810-0023.wav,4,2,0
अध्ययनस्य अर्थज्ञानपर्यन्तं भवेच्चेत् अनुष्ठानंविना यज्ञाध्ययनस्य अर्थबोधो नमोवति ,अध्यस्य अर्थज्ञाने पर्यन्तम् भवेत् अनुष्ठानम् विना यज्ञादीनाम् भोः न भवति ,659,10,26,7,75,/home/holla/data/processed/ANA-2010-07-20-0216-0033.wav,7,3,0
बिहारे आगामिमासे विधानसभोपनिर्वाचनार्थं त्रिषु दलेषु संयुतिः समुद्भूता ,विहारे आगामि मासे विधाने निर्वाचन अर्थम् त्रिषु दलेषु संयुताः सम्भृता ,321,8,12,7,64,/home/holla/data/processed/DAJ-2014-07-27-1810-0002.wav,5,3,0
प्रथमे प्रश्ने द्वात्रिंशत् खण्डाः सन्ति ,प्रथमे प्रश्ने द्वा त्रिंशत् खण्डाः सन्ति ,647,2,0,5,36,/home/holla/data/processed/AAM-2010-07-11-0520-0036.wav,1,1,0
संयुक्त राष्ट्र संघेन कश्मीरविषये पाकिस्तानस्य माध्यस्थविषयकं निवेदनं निराकृतम् ,संयुक्त राष्ट्र सङ्घेन काश्मीरे विषये पाक्यस्य मध्यस्थ विषयकम् निवेदनम् निराकृतः ,320,8,16,8,72,/home/holla/data/processed/NKN-2014-10-14-1810-0003.wav,6,2,0
अनन्तरम् राष्ट्रियलोक तान्त्रिकसंयुतेः सहयोगिदलानाम् अपि सम्मेलनं भविष्यति ,अनन्तरम् राष्ट्रिय लोकतन्त्र संयुताः सह योगी जलानाम् अपि सम्मिल्य भविष्यति ,433,7,9,7,68,/home/holla/data/processed/BDS-2014-05-20-0655-0007.wav,4,3,0
